"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Iran, Islamic Rep.","IRN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","27129999.1607666","129800003.051758","56409999.8474121","27350000.3814697","4269999.98092651","21420000.0762939","11340000.1525879","32130001.0681152","8380000.11444092","17040000.9155273","20950000.7629395","7550000.19073486","8880000.11444092","-3740000.00953674","9079999.92370605","1519999.98092651","-5460000.03814697","38689998.626709","243050003.051758","5840000.15258789","28159999.8474121","4840000.15258789","-629999.995231628","42720001.2207031","7800000.19073486","11430000.3051758","26309999.4659424","70879997.253418","81330001.8310547","91290000.9155273","106449996.948242","193399993.896484","105699996.948242","140479995.727539","130039993.286133","186940002.441406","164500000","200763336.181641","164563339.233398","161493331.90918","129869995.117188","114562522.888184","114535697.937012","131045700.073242","188647369.384766","100665496.826172","117239501.953125","103769500.732422","100466659.545898","92572662.3535156","110790000.915527","105786804.199219","151789199.829102","131601470.947266","81171401.9775391","110902206.420898","116192543.029785","140277343.75","166452621.459961","205580688.476563","236513610.839844","304880004.882813","290900268.554688","240743408.203125","",
"Iraq","IRQ","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1450000.04768372","680000.007152557","2180000.0667572","5159999.84741211","12880000.1144409","10720000.2670288","4090000.15258789","4079999.92370605","2289999.96185303","4289999.96185303","8060000.4196167","16360000.6103516","22709999.0844727","13300000.1907349","4230000.01907349","110330001.831055","20299999.2370605","81720001.2207031","73919998.1689453","28899999.6185303","12430000.3051758","262769989.013672","3619999.88555908","6869999.88555908","-1980000.01907349","19899999.6185303","28280000.6866455","86360000.6103516","6500000","10869999.8855591","63090000.1525879","552479980.46875","138100006.103516","168699996.948242","253500000","332769989.013672","349739990.234375","221929992.675781","117760002.13623","76790000.9155273","101830001.831055","122699996.948242","113379997.253418","2287649902.34375","4650649902.34375","22057089843.75","8889320312.5","9204339843.75","9884529296.875","2791229736.32813","2116439941.40625","1914689941.40625","1300883178.71094","1541537963.86719","1369267333.98438","1482942382.8125","2287895507.8125","2907511474.60938","2300608642.57813","2091603759.76563","2360435791.01563","1809198364.25781","1570884521.48438","2007466674.80469","",
"Iceland","ISL","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","105260002.13623","107349998.474121","106400001.525879","113639999.389648","95959999.0844727","122830001.831055","111099998.474121","70669998.1689453","61990001.6784668","55150001.5258789","63159999.8474121","72220001.2207031","85370002.746582","186039993.286133","117589996.337891","467480010.986328","643340026.855469","797400024.414063","899669982.910156","1184680053.71094","892159973.144531","772409973.144531","857440002.441406","1344979980.46875","1255910034.17969","1978400024.41406","1937109985.35156","1250800048.82813","1241060058.59375","1191760009.76563","1371890014.64844","1749459960.9375","2065770019.53125","1266170043.94531","1237180053.71094","335589996.337891","2216760009.76563","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","10090000.1525879","12600000.3814697","3450000.04768372","4000000","9869999.88555908","10220000.2670288","9760000.22888184","16059999.4659424","13270000.4577637","10500000","17950000.7629395","16950000.7629395","15430000.3051758","21219999.3133545","20250000","19680000.3051758","24760000.2288818","113739997.86377","114389999.389648","110790000.915527","136559997.558594","162610000.610352","171110000.610352","165360000.610352","165919998.168945","174479995.727539","160729995.727539","184809997.558594","258910003.662109","271579986.572266","164009994.506836","122919998.168945","105000000","121166000.366211","114510002.13623","62409999.8474121","76279998.7792969","23101871.4904785","-17228128.4332275","14131871.2234497","58900001.5258789","28530000.6866455","10545511.2457275","86750511.1694336","43750511.1694336","40700000.7629395","31659999.8474121","89812873.840332","152283493.041992","142350006.103516","41032165.5273438","28057689.666748","71592742.9199219","95994010.925293","59072452.545166","26846397.3999023","61547187.8051758","100306388.85498","125933029.174805","67849090.5761719","59953330.9936523","96620437.6220703","86414985.6567383","",
"Jordan","JOR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","88290000.9155273","91790000.9155273","81730003.3569336","82650001.5258789","75550003.0517578","68949996.9482422","76919998.1689453","53500000","45729999.5422363","48529998.7792969","80080001.8310547","64309997.5585938","109290000.915527","205380004.882813","311420013.427734","491679992.675781","573200012.207031","441000000","472140014.648438","1461290039.0625","1576130004.88281","1248989990.23438","904000000","854169982.910156","701359985.351563","607419982.910156","632919982.910156","646489990.234375","475679992.675781","338470001.220703","951659973.144531","939309997.558594","425269989.013672","310839996.337891","373809997.558594","540490661.621094","509075653.076172","475566467.285156","413908966.064453","435198974.609375","554178955.078125","450309814.453125","562715515.136719","1321215454.10156","604625488.28125","709849975.585938","573570007.324219","631505981.445313","734092285.15625","740419006.347656","881469970.703125","974096130.371094","1157494995.11719","1400333740.23438","2697162841.79688","2141048095.70313","2727970703.125","2979661621.09375","2526103515.625","2691228271.48438","3116034667.96875","3435530761.71875","1987528320.3125","2834251464.84375","",
"Japan","JPN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111500000","12069999.6948242","15350000.3814697","52430000.3051758","58860000.6103516","118494224.54834","124244224.54834","210514221.191406","168309997.558594","184839996.337891","149595687.866211","189293685.913086","289562347.412109","272409332.275391","225201354.980469","178725906.37207","261248138.427734","337681152.34375","294880371.09375","198320007.324219","201033447.265625","131856719.970703","90755836.4868164","92795074.4628906","81700286.8652344","62782726.2878418","59487106.3232422","79985260.0097656","54619979.8583984","75096458.4350586","58528591.1560059","74683914.1845703","79082290.6494141","",
"Kenya","KEN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","21110000.6103516","63229999.5422363","49119998.9318848","55590000.1525879","56709999.0844727","72129997.253418","55409999.8474121","36709999.0844727","60709999.0844727","55810001.373291","57349998.4741211","66849998.4741211","71860000.6103516","94970001.2207031","116580001.831055","124819999.694824","154600006.103516","160759994.506836","245610000.610352","348339996.337891","394790008.544922","448149993.896484","484600006.103516","396100006.103516","408429992.675781","426660003.662109","442959991.455078","557219970.703125","832030029.296875","1059699951.17188","1181290039.0625","916460021.972656","884924987.792969","915630004.882813","677869995.117188","733090026.855469","596260009.765625","448652343.75","415262329.101563","311250518.798828","513924865.722656","472409881.591797","388216400.146484","522895080.566406","655934265.136719","756570678.710938","941650329.589844","1329359863.28125","1363400634.76563","1782476928.71094","1489670043.94531","2478818359.375","2653659179.6875","3306840820.3125","2661029541.01563","2463558593.75","2188385498.04688","2480221923.82813","2491010253.90625","3173125732.42188","3990595703.125","3178648437.5","2639365234.375","2595822998.04688","",
"Kyrgyz Republic","KGZ","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21079999.9237061","95010002.1362305","171139999.389648","244669998.168945","204229995.727539","187675994.873047","196205993.652344","203565994.262695","193350006.103516","129420669.555664","158520660.400391","174298004.150391","206713333.129883","237866668.701172","270559326.171875","254523666.381836","316281066.894531","279415893.554688","327190002.441406","437863311.767578","470490936.279297","539450927.734375","626572509.765625","774706237.792969","519485229.492188","464969421.386719","438932434.082031","444498474.121094","475085754.394531","453706512.451172","735214660.644531","440522277.832031","",
"Cambodia","KHM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","27290000.9155273","25170000.0762939","22159999.8474121","23750000","12710000.038147","9729999.54223633","11680000.3051758","13939999.5803833","10229999.5422363","12699999.8092651","18829999.9237061","40240001.6784668","67150001.5258789","145679992.675781","307660003.662109","81239997.8637695","720000.028610229","300000.011920929","270000.010728836","107989997.86377","268670013.427734","112449996.948242","35889999.3896484","39029998.7792969","21809999.4659424","13840000.1525879","15310000.4196167","16620000.8392334","20270000.4577637","24719999.3133545","41310001.373291","89709999.0844727","194520004.272461","294529998.779297","296989990.234375","505579986.572266","384470001.220703","324698486.328125","308335174.560547","251285156.25","345556671.142578","367000000","407285430.908203","443156188.964844","407021209.716797","452895416.259766","476352661.132813","636170104.980469","612555847.167969","637930053.710938","644969970.703125","691953857.421875","807691467.285156","808205749.511719","802680908.203125","679035156.25","728448791.503906","856264343.261719","783395629.882813","967530273.4375","1374943725.58594","1368320312.5","1548953002.92969","1581260620.11719","",
